date,naics3,nbonds,spr_avg,spr_p50,spr_std,nbonds*spr_avg
1987Q1,337,3,5.2748,5.3048,0.0529,15.8244
1987Q2,337,3,4.8664,4.8784,0.1421,14.5992
1987Q3,337,3,4.8302,4.933,0.2329,14.4906
1987Q4,337,3,5.6204,5.5852,0.1839,16.8612
1988Q1,337,1,6.7843,6.7843,,6.7843
1993Q1,337,2,3.4692,3.4692,0.0541,6.9384
1993Q2,337,3,3.5991,3.5834,0.0724,10.7973
1993Q3,337,3,3.7667,3.9026,0.2676,11.3001
1993Q4,337,3,3.4698,3.3731,0.2131,10.4094
1994Q1,337,3,3.3845,3.4149,0.3004,10.1535
1994Q2,337,3,3.8374,3.7777,0.3995,11.5122
1994Q3,337,3,3.4352,3.4406,0.3316,10.3056
1994Q4,337,3,2.4747,2.7447,0.491,7.4241
1995Q1,337,3,3.125,3.0901,0.0821,9.375
1995Q2,337,3,3.5542,3.7774,0.4654,10.6626
1995Q3,337,3,3.3686,3.3315,0.1286,10.1058
1995Q4,337,3,3.6367,3.6426,0.1259,10.9101
1996Q1,337,3,2.9792,2.9076,0.1355,8.9376
1996Q2,337,3,2.7608,2.7657,0.0479,8.2824
1996Q3,337,3,2.5009,2.4976,0.1825,7.5027
1996Q4,337,3,2.783,2.8234,0.3525,8.349
1997Q1,337,3,2.0632,2.114,0.2073,6.1896
1997Q2,337,3,2.4011,2.4178,0.0377,7.2033
1997Q3,337,3,2.6195,2.6424,0.1819,7.8585
1997Q4,337,3,2.8758,2.8912,0.0532,8.6274
1998Q1,337,2,2.9854,2.9854,0.1156,5.9708
2000Q1,337,2,1.1449,1.1449,0.2747,2.2898
2000Q2,337,3,2.3168,2.2655,0.1478,6.9504
2000Q3,337,3,2.9198,2.8526,0.2301,8.7594
2000Q4,337,3,3.525,3.5253,0.0016,10.575
2001Q1,337,3,2.1628,1.806,0.6679,6.4884
2001Q2,337,6,1.9408,1.9599,0.1835,11.6448
2001Q3,337,6,2.137,2.1516,0.1422,12.822
2001Q4,337,6,2.4849,2.4848,0.1029,14.9094
2002Q1,337,6,2.4329,2.4408,0.1772,14.5974
2002Q2,337,6,2.3283,2.3316,0.0749,13.9698
2002Q3,337,6,2.4175,2.41,0.1046,14.505
2002Q4,337,8,2.2184,2.3136,0.5013,17.7472
2003Q1,337,10,2.0793,2.1099,0.8618,20.793
2003Q2,337,13,1.7656,1.5106,1.0963,22.9528
2003Q3,337,15,1.4215,0.5902,1.1633,21.3225
2003Q4,337,15,1.2767,0.5471,1.0914,19.1505
2004Q1,337,14,1.4824,1.4499,1.2202,20.7536
2004Q2,337,15,1.6493,2.1136,1.14,24.7395
2004Q3,337,14,1.4853,1.5023,1.0756,20.7942
2004Q4,337,17,1.2138,1.0735,0.8995,20.6346
2005Q1,337,6,1.9305,1.775,0.5249,11.583
2005Q2,337,6,2.1503,2.022,0.6735,12.9018
2005Q3,337,6,1.9639,1.9224,0.2978,11.7834
2005Q4,337,4,2.1875,2.2219,0.2939,8.75
2006Q1,337,3,2.0159,2.0404,0.0627,6.0477
2006Q2,337,3,1.8595,1.8651,0.0444,5.5785
2006Q3,337,4,1.7111,1.6321,0.2419,6.8444
2006Q4,337,3,1.4684,1.4384,0.0549,4.4052
2007Q1,337,3,1.3025,1.2849,0.1133,3.9075
2007Q2,337,3,1.2878,1.2929,0.0097,3.8634
2007Q3,337,3,1.3272,1.3284,0.0265,3.9816
2007Q4,337,3,1.7786,1.8368,0.1133,5.3358
2008Q1,337,3,2.2772,2.2841,0.026,6.8316
2008Q2,337,3,3.3548,3.4651,0.2278,10.0644
2008Q3,337,6,3.7016,3.5621,0.78,22.2096
2008Q4,337,6,6.9972,7.8773,2.0502,41.9832
2009Q1,337,6,7.0592,6.2734,1.377,42.3552
2009Q2,337,6,6.1194,6.0066,0.5718,36.7164
2009Q3,337,6,5.2596,5.2428,0.3944,31.5576
2009Q4,337,6,4.7589,4.7793,0.6472,28.5534
2010Q1,337,6,4.1819,4.1695,0.5844,25.0914
2010Q2,337,6,4.4464,4.3915,0.5068,26.6784
2010Q3,337,5,4.6537,4.6141,0.4951,23.2685
2010Q4,337,6,3.99,3.9582,0.6253,23.94
2011Q1,337,8,3.3032,3.0525,0.5925,26.4256
2011Q2,337,9,3.3657,3.2179,0.7045,30.2913
2011Q3,337,9,4.2312,4.5389,1.1356,38.0808
2011Q4,337,9,4.4357,3.971,0.8265,39.9213
2012Q1,337,9,4.3749,4.0487,0.7203,39.3741
2012Q2,337,12,4.2701,4.109,0.8823,51.2412
2012Q3,337,12,3.5259,4.0193,1.14,42.3108
2012Q4,337,12,3.1007,3.5115,1.0995,37.2084
2013Q1,337,12,2.9388,3.2956,0.9257,35.2656
2013Q2,337,12,2.8649,3.0735,0.8328,34.3788
2013Q3,337,12,2.5591,2.6687,0.7621,30.7092
2013Q4,337,12,2.3641,2.5437,0.6988,28.3692
2014Q1,337,12,2.2317,2.1925,0.7582,26.7804
2014Q2,337,12,2.1065,1.8339,0.8125,25.278
2014Q3,337,12,2.0278,1.6982,0.9234,24.3336
2014Q4,337,10,1.9343,1.6845,0.8778,19.343
2015Q1,337,6,1.6726,1.6958,0.3567,10.0356
2015Q2,337,6,1.7792,1.8538,0.3586,10.6752
2015Q3,337,5,1.8149,1.7948,0.3298,9.0745
2015Q4,337,3,1.5721,1.5984,0.0802,4.7163
2016Q1,337,1,1.706,1.706,,1.706
1975Q3,339,1,1.3626,1.3626,,1.3626
1975Q4,339,3,1.2843,1.2934,0.0221,3.8529
1976Q1,339,3,1.2643,1.2401,0.0844,3.7929
1976Q2,339,3,1.2755,1.2559,0.0702,3.8265
1976Q3,339,3,1.1125,1.1001,0.0397,3.3375
1976Q4,339,3,1.2588,1.1902,0.2227,3.7764
1977Q1,339,3,1.1644,1.1412,0.0697,3.4932
1977Q2,339,3,1.0038,1.0337,0.0601,3.0114
1977Q3,339,3,1.0878,1.0883,0.0112,3.2634
1977Q4,339,3,1.0507,1.0904,0.0781,3.1521
1978Q1,339,3,0.9011,0.8885,0.0368,2.7033
1978Q2,339,3,0.8077,0.8606,0.1073,2.4231
1978Q3,339,3,0.7629,0.7396,0.1011,2.2887
1978Q4,339,3,0.7329,0.6898,0.0885,2.1987
1979Q1,339,3,0.7863,0.7847,0.0054,2.3589
1979Q2,339,3,0.8554,0.8321,0.0753,2.5662
1979Q3,339,3,0.7741,0.7549,0.0803,2.3223
1979Q4,339,3,0.6722,0.6998,0.0809,2.0166
1980Q1,339,3,0.6747,0.7,0.0742,2.0241
1980Q2,339,3,0.634,0.7334,0.3218,1.902
1980Q3,339,3,0.3458,0.3519,0.2262,1.0374
1980Q4,339,3,0.7386,0.8044,0.1273,2.2158
1981Q1,339,3,0.6828,0.7314,0.2161,2.0484
1981Q2,339,3,1.2021,1.1825,0.0563,3.6063
1981Q3,339,3,0.9474,0.801,0.3374,2.8422
1981Q4,339,3,1.0246,1.0505,0.1256,3.0738
1982Q1,339,3,0.9978,1.0653,0.1614,2.9934
1982Q2,339,3,0.9703,0.9678,0.049,2.9109
1982Q3,339,3,0.9366,0.9647,0.0688,2.8098
1982Q4,339,4,0.6645,0.6751,0.2094,2.658
1983Q1,339,8,0.3645,0.3027,0.2139,2.916
1983Q2,339,9,0.3265,0.3493,0.1194,2.9385
1983Q3,339,9,0.4095,0.4432,0.1241,3.6855
1983Q4,339,9,0.3559,0.3216,0.108,3.2031
1984Q1,339,9,0.4502,0.4781,0.116,4.0518
1984Q2,339,9,0.5058,0.5155,0.1593,4.5522
1984Q3,339,9,0.5117,0.4535,0.1672,4.6053
1984Q4,339,9,0.2634,0.2927,0.1132,2.3706
1985Q1,339,9,0.3201,0.3101,0.1066,2.8809
1985Q2,339,9,0.3683,0.339,0.1275,3.3147
1985Q3,339,9,0.4675,0.4359,0.0811,4.2075
1985Q4,339,9,0.6913,0.6032,0.2292,6.2217
1986Q1,339,9,0.9104,0.7906,0.3661,8.1936
1986Q2,339,9,0.892,0.7672,0.4109,8.028
1986Q3,339,9,1.1184,1.1788,0.396,10.0656
1986Q4,339,9,0.9529,0.7168,0.3937,8.5761
1987Q1,339,9,0.8158,0.5628,0.4312,7.3422
1987Q2,339,9,0.763,0.6112,0.2705,6.867
1987Q3,339,9,0.8542,0.7526,0.2401,7.6878
1987Q4,339,9,1.368,1.3449,0.3756,12.312
1988Q1,339,9,1.4307,1.2036,0.3996,12.8763
1988Q2,339,9,1.3282,1.2135,0.4069,11.9538
1988Q3,339,9,1.147,1.0946,0.2583,10.323
1988Q4,339,9,1.181,0.9252,0.4034,10.629
1989Q1,339,6,0.926,0.9111,0.1488,5.556
1989Q2,339,6,1.128,1.0983,0.1224,6.768
1989Q3,339,6,1.2113,1.2213,0.2758,7.2678
1989Q4,339,6,1.1215,1.0828,0.3104,6.729
1990Q1,339,6,0.8448,0.8143,0.0812,5.0688
1990Q2,339,6,0.7898,0.691,0.3192,4.7388
1990Q3,339,6,1.2553,0.899,1.0454,7.5318
1990Q4,339,6,1.0392,1.0026,0.1824,6.2352
1991Q1,339,9,1.0659,0.9997,0.3073,9.5931
1991Q2,339,15,0.8672,0.8082,0.2961,13.008
1991Q3,339,15,0.8978,0.7463,0.365,13.467
1991Q4,339,15,0.8842,0.6342,0.6361,13.263
1992Q1,339,14,0.7704,0.5763,0.5337,10.7856
1992Q2,339,14,0.6177,0.6134,0.0672,8.6478
1992Q3,339,18,0.6456,0.5572,0.2589,11.6208
1992Q4,339,23,0.8552,0.7285,0.3445,19.6696
1993Q1,339,26,0.733,0.6614,0.3882,19.058
1993Q2,339,29,0.6502,0.5797,0.2764,18.8558
1993Q3,339,30,0.7329,0.6623,0.239,21.987
1993Q4,339,34,0.7724,0.7171,0.2144,26.2616
1994Q1,339,38,0.7264,0.6685,0.2156,27.6032
1994Q2,339,36,0.767,0.6754,0.2253,27.612
1994Q3,339,36,0.6303,0.6438,0.1167,22.6908
1994Q4,339,33,0.6911,0.6726,0.1301,22.8063
1995Q1,339,36,0.6491,0.626,0.1144,23.3676
1995Q2,339,36,0.633,0.6058,0.1532,22.788
1995Q3,339,37,0.6233,0.6219,0.1598,23.0621
1995Q4,339,41,0.65,0.6324,0.1737,26.65
1996Q1,339,42,0.6433,0.6212,0.186,27.0186
1996Q2,339,40,0.6121,0.5766,0.197,24.484
1996Q3,339,40,0.6197,0.5941,0.178,24.788
1996Q4,339,43,0.5997,0.5714,0.224,25.7871
1997Q1,339,49,0.5449,0.5103,0.2239,26.7001
1997Q2,339,49,0.5567,0.5411,0.2126,27.2783
1997Q3,339,56,0.6415,0.5304,0.626,35.924
1997Q4,339,59,0.661,0.6428,0.2507,38.999
1998Q1,339,70,0.8359,0.733,0.5807,58.513
1998Q2,339,66,0.8149,0.8207,0.2987,53.7834
1998Q3,339,83,1.2825,1.2092,0.499,106.4475
1998Q4,339,92,1.621,1.4337,0.6081,149.132
1999Q1,339,93,1.4378,1.2607,0.5798,133.7154
1999Q2,339,91,1.4108,1.3177,0.5484,128.3828
1999Q3,339,67,1.5667,1.5472,0.4676,104.9689
1999Q4,339,60,1.621,1.5738,0.5052,97.26
2000Q1,339,62,1.7619,1.7373,0.5047,109.2378
2000Q2,339,70,2.5535,2.1575,1.5999,178.745
2000Q3,339,72,2.9854,2.506,2.1462,214.9488
2000Q4,339,75,4.1973,3.071,3.013,314.7975
2001Q1,339,71,4.387,3.5011,3.0278,311.477
2001Q2,339,69,3.6032,2.9556,2.5181,248.6208
2001Q3,339,71,3.8264,2.8072,3.002,271.6744
2001Q4,339,76,3.3936,2.9244,2.5217,257.9136
2002Q1,339,72,2.5277,2.5401,1.0963,181.9944
2002Q2,339,78,2.1944,1.8297,1.1447,171.1632
2002Q3,339,78,2.8027,1.7619,1.7441,218.6106
2002Q4,339,81,2.8644,2.0929,1.6822,232.0164
2003Q1,339,84,2.6217,1.7117,1.6529,220.2228
2003Q2,339,89,2.0513,1.3633,1.5693,182.5657
2003Q3,339,92,1.6989,1.1773,1.24,156.2988
2003Q4,339,92,1.3287,1.042,1.0187,122.2404
2004Q1,339,86,1.3134,0.9617,1.025,112.9524
2004Q2,339,84,1.2386,0.9289,0.9694,104.0424
2004Q3,339,82,1.3401,0.8956,1.5581,109.8882
2004Q4,339,83,1.1912,0.7989,1.1799,98.8696
2005Q1,339,49,1.3789,0.7622,1.5308,67.5661
2005Q2,339,45,1.7094,0.8399,2.142,76.923
2005Q3,339,47,1.5369,0.8758,1.4275,72.2343
2005Q4,339,53,1.8704,1.0648,1.6486,99.1312
2006Q1,339,53,1.6857,1.1256,1.3634,89.3421
2006Q2,339,52,1.4296,1.1449,0.7987,74.3392
2006Q3,339,61,1.5606,1.1459,1.0543,95.1966
2006Q4,339,63,1.51,1.1089,1.0875,95.13
2007Q1,339,63,1.3747,0.9917,0.933,86.6061
2007Q2,339,60,1.3207,1.1038,0.7776,79.242
2007Q3,339,66,2.3788,2.529,1.4135,157.0008
2007Q4,339,70,2.5612,2.2838,1.4732,179.284
2008Q1,339,73,3.4383,3.1364,1.7702,250.9959
2008Q2,339,79,3.0823,2.7409,1.3365,243.5017
2008Q3,339,76,3.4427,3.0617,1.3385,261.6452
2008Q4,339,74,6.8606,6.747,2.8826,507.6844
2009Q1,339,73,6.2303,6.0121,2.9828,454.8119
2009Q2,339,79,4.7872,4.8566,2.445,378.1888
2009Q3,339,89,3.2196,3.0581,2.1325,286.5444
2009Q4,339,96,2.5413,1.9795,1.8713,243.9648
2010Q1,339,108,2.1529,1.8384,1.5936,232.5132
2010Q2,339,118,2.1657,1.7117,1.6325,255.5526
2010Q3,339,118,2.2671,1.6728,1.724,267.5178
2010Q4,339,130,1.9295,1.5424,1.4547,250.835
2011Q1,339,132,1.5244,1.2805,0.9473,201.2208
2011Q2,339,123,1.4008,1.1951,0.8779,172.2984
2011Q3,339,126,1.7351,1.5001,1.074,218.6226
2011Q4,339,145,1.8668,1.6386,1.0452,270.686
2012Q1,339,154,1.6337,1.4973,0.9762,251.5898
2012Q2,339,147,1.6729,1.4468,1.0079,245.9163
2012Q3,339,157,1.552,1.3506,0.9712,243.664
2012Q4,339,167,1.344,1.1253,0.8944,224.448
2013Q1,339,170,1.324,1.2026,0.81,225.08
2013Q2,339,165,1.3363,1.2582,0.7924,220.4895
2013Q3,339,160,1.3041,1.236,0.7777,208.656
2013Q4,339,154,1.2615,1.1369,0.7882,194.271
2014Q1,339,150,1.1179,0.9351,0.7946,167.685
2014Q2,339,145,1.0067,0.8653,0.7038,145.9715
2014Q3,339,140,0.908,0.8289,0.4104,127.12
2014Q4,339,138,1.1408,1.0583,0.4484,157.4304
2015Q1,339,131,1.2367,1.0752,0.5147,162.0077
2015Q2,339,130,1.2649,1.1123,0.5435,164.437
2015Q3,339,118,1.4909,1.304,0.5602,175.9262
2015Q4,339,107,1.5952,1.3809,0.6156,170.6864
2016Q1,339,33,1.9222,1.8246,0.618,63.4326
1973Q1,423,3,1.4881,1.4758,0.0611,4.4643
1973Q2,423,3,1.5129,1.4812,0.092,4.5387
1973Q3,423,3,1.4255,1.4403,0.1077,4.2765
1973Q4,423,3,1.7902,1.7511,0.0842,5.3706
1974Q1,423,3,1.6173,1.5891,0.0623,4.8519
1974Q2,423,3,1.6274,1.5016,0.2325,4.8822
1974Q3,423,3,2.2361,2.1271,0.3141,6.7083
1974Q4,423,3,2.4479,2.4211,0.1385,7.3437
1975Q1,423,3,1.8046,1.7686,0.094,5.4138
1975Q2,423,3,1.5421,1.5105,0.0826,4.6263
1975Q3,423,3,1.556,1.565,0.0778,4.668
1975Q4,423,3,1.3664,1.397,0.0615,4.0992
1976Q1,423,3,1.2627,1.2378,0.0741,3.7881
1976Q2,423,3,1.2728,1.2597,0.0585,3.8184
1976Q3,423,3,1.1426,1.1287,0.0429,3.4278
1976Q4,423,3,1.242,1.2241,0.1308,3.726
1977Q1,423,3,1.2131,1.1956,0.0467,3.6393
1977Q2,423,3,1.0784,1.1065,0.0487,3.2352
1977Q3,423,4,1.9735,1.1332,1.6884,7.894
1977Q4,423,6,2.5875,2.5517,1.6927,15.525
1978Q1,423,6,2.2694,2.177,1.5234,13.6164
1978Q2,423,6,2.1326,2.1196,1.4333,12.7956
1978Q3,423,6,1.9886,1.9805,1.337,11.9316
1978Q4,423,6,2.3972,2.3983,1.8818,14.3832
1979Q1,423,6,2.2206,2.214,1.5719,13.3236
1979Q2,423,6,2.3566,2.3013,1.6296,14.1396
1979Q3,423,6,2.2425,2.14,1.6433,13.455
1979Q4,423,6,2.34,2.3117,1.7246,14.04
1980Q1,423,6,2.2991,2.2095,1.5656,13.7946
1980Q2,423,6,2.6474,2.7321,1.8262,15.8844
1980Q3,423,6,3.6686,3.1628,3.3937,22.0116
1980Q4,423,6,2.8994,2.8599,2.2935,17.3964
1981Q1,423,6,2.667,2.5963,2.3476,16.002
1981Q2,423,6,2.7856,2.5007,1.9993,16.7136
1981Q3,423,6,2.2963,2.2184,1.6537,13.7778
1981Q4,423,6,3.0594,3.0858,1.8421,18.3564
1982Q1,423,6,2.8962,2.7321,1.4231,17.3772
1982Q2,423,5,2.695,1.7514,1.5256,13.475
1982Q3,423,3,1.5816,1.5911,0.0954,4.7448
1982Q4,423,3,1.5062,1.5087,0.1478,4.5186
1983Q1,423,3,1.4144,1.4611,0.1432,4.2432
1983Q2,423,3,0.9753,0.9467,0.0631,2.9259
1983Q3,423,3,0.6128,0.6084,0.1179,1.8384
1983Q4,423,3,0.7264,0.7172,0.0192,2.1792
1984Q1,423,3,0.6062,0.6253,0.0337,1.8186
1984Q2,423,3,0.4544,0.4356,0.1121,1.3632
1984Q3,423,3,0.5853,0.5806,0.0474,1.7559
1984Q4,423,3,0.5674,0.6114,0.0902,1.7022
1985Q1,423,3,0.6216,0.5747,0.099,1.8648
1985Q2,423,3,0.7175,0.7675,0.0965,2.1525
1985Q3,423,3,0.7975,0.8198,0.0948,2.3925
1985Q4,423,1,0.145,0.145,,0.145
1986Q1,423,2,0.6074,0.6074,0.2411,1.2148
1986Q2,423,3,0.6139,0.6708,0.1691,1.8417
1986Q3,423,3,0.9052,0.8457,0.1825,2.7156
1986Q4,423,1,0.9649,0.9649,,0.9649
1992Q4,423,1,3.4286,3.4286,,3.4286
1993Q1,423,3,3.7587,3.7584,0.0235,11.2761
1993Q2,423,3,3.6704,3.7893,0.2755,11.0112
1993Q3,423,3,3.6707,3.7589,0.2315,11.0121
1994Q1,423,1,0.444,0.444,,0.444
1994Q2,423,3,0.4827,0.4737,0.0274,1.4481
1994Q3,423,3,0.5362,0.5392,0.0182,1.6086
1994Q4,423,6,2.5769,2.4041,2.1431,15.4614
1995Q1,423,6,3.6901,2.9316,3.7019,22.1406
1995Q2,423,6,5.4975,5.1277,5.3779,32.985
1995Q3,423,8,4.5042,0.7117,5.3895,36.0336
1995Q4,423,10,3.4927,0.7709,4.3972,34.927
1996Q1,423,11,4.7465,0.8006,9.2227,52.2115
1996Q2,423,12,5.3295,1.1116,8.9529,63.954
1996Q3,423,15,4.509,1.4625,6.9592,67.635
1996Q4,423,18,3.933,1.4324,6.2842,70.794
1997Q1,423,24,2.4896,1.0596,4.2441,59.7504
1997Q2,423,25,1.3072,0.7632,1.6085,32.68
1997Q3,423,30,0.9369,0.7344,0.5357,28.107
1997Q4,423,34,1.2009,0.8412,0.9908,40.8306
1998Q1,423,39,1.3177,0.9057,1.2635,51.3903
1998Q2,423,31,1.1957,0.6634,1.2488,37.0667
1998Q3,423,34,1.7387,1.2867,1.5871,59.1158
1998Q4,423,33,2.4784,1.9407,1.5965,81.7872
1999Q1,423,32,2.5838,1.9647,1.6369,82.6816
1999Q2,423,33,2.1202,1.7969,1.3184,69.9666
1999Q3,423,25,2.3887,1.8294,1.4385,59.7175
1999Q4,423,21,2.7433,1.9394,2.1521,57.6093
2000Q1,423,23,4.8662,1.8998,8.0447,111.9226
2000Q2,423,23,5.151,2.3043,7.8359,118.473
2000Q3,423,23,5.6641,2.2438,8.3493,130.2743
2000Q4,423,30,5.6904,3.2244,7.4358,170.712
2001Q1,423,29,4.7645,3.1965,5.9816,138.1705
2001Q2,423,36,3.0831,3.2416,0.5854,110.9916
2001Q3,423,36,3.4576,3.4838,0.6848,124.4736
2001Q4,423,38,3.7283,3.7408,0.582,141.6754
2002Q1,423,39,3.8677,3.8265,0.6763,150.8403
2002Q2,423,39,3.7342,3.7484,0.8823,145.6338
2002Q3,423,40,4.3132,4.3099,1.2927,172.528
2002Q4,423,33,5.9132,5.3557,2.1619,195.1356
2003Q1,423,35,4.8918,4.5117,1.2239,171.213
2003Q2,423,36,3.6427,3.5296,0.6758,131.1372
2003Q3,423,39,3.4235,3.3008,0.705,133.5165
2003Q4,423,39,2.5443,2.4388,1.0843,99.2277
2004Q1,423,36,2.1501,2.052,0.9969,77.4036
2004Q2,423,33,2.0117,1.9462,0.5061,66.3861
2004Q3,423,34,2.0015,1.8852,0.7699,68.051
2004Q4,423,32,1.7562,1.4818,1.0267,56.1984
2005Q1,423,28,2.0061,1.4905,1.4007,56.1708
2005Q2,423,30,2.7756,1.6669,2.5041,83.268
2005Q3,423,29,2.2111,1.6962,1.5075,64.1219
2005Q4,423,21,3.0818,1.9161,2.4259,64.7178
2006Q1,423,19,3.6015,1.7854,3.227,68.4285
2006Q2,423,21,2.605,1.5771,1.9257,54.705
2006Q3,423,21,2.5226,1.7259,1.5868,52.9746
2006Q4,423,21,2.5738,1.5941,1.493,54.0498
2007Q1,423,22,2.2349,1.5287,1.2392,49.1678
2007Q2,423,30,2.0347,1.5301,1.0883,61.041
2007Q3,423,33,3.0523,1.7901,2.7326,100.7259
2007Q4,423,33,3.3021,2.0144,2.7849,108.9693
2008Q1,423,33,4.9654,2.7825,4.6795,163.8582
2008Q2,423,34,4.9569,2.9174,4.1329,168.5346
2008Q3,423,37,7.1591,3.3974,6.8567,264.8867
2008Q4,423,30,7.3255,7.4511,2.5227,219.765
2009Q1,423,31,7.8267,7.6661,1.0256,242.6277
2009Q2,423,33,6.9284,7.1616,1.3817,228.6372
2009Q3,423,34,4.4572,4.0689,1.4631,151.5448
2009Q4,423,36,3.5112,3.079,1.1445,126.4032
2010Q1,423,39,2.9651,2.7996,1.1378,115.6389
2010Q2,423,46,2.9015,2.4706,1.1838,133.469
2010Q3,423,47,2.9113,2.5391,1.0404,136.8311
2010Q4,423,50,2.81,2.5517,0.9815,140.5
2011Q1,423,54,2.441,2.2637,0.8731,131.814
2011Q2,423,54,2.2813,2.0742,0.8407,123.1902
2011Q3,423,54,2.9364,2.7121,1.1906,158.5656
2011Q4,423,56,3.5724,3.1878,1.4602,200.0544
2012Q1,423,57,3.1996,2.9112,1.2698,182.3772
2012Q2,423,56,3.1144,2.9152,1.3733,174.4064
2012Q3,423,58,3.1352,2.9298,1.2551,181.8416
2012Q4,423,63,2.8469,2.7206,1.0015,179.3547
2013Q1,423,63,2.6819,2.6976,0.8097,168.9597
2013Q2,423,63,2.4761,2.3585,0.8333,155.9943
2013Q3,423,63,2.4274,2.3886,0.773,152.9262
2013Q4,423,51,2.3431,2.3177,0.6812,119.4981
2014Q1,423,50,2.0523,1.9518,0.713,102.615
2014Q2,423,46,1.8,1.7027,0.6161,82.8
2014Q3,423,44,1.7514,1.7049,0.6339,77.0616
2014Q4,423,42,1.9632,1.8689,0.7168,82.4544
2015Q1,423,42,2.1275,1.8814,0.7934,89.355
2015Q2,423,42,2.0798,1.9132,0.7164,87.3516
2015Q3,423,37,2.3146,2.16,0.7202,85.6402
2015Q4,423,28,2.3807,2.3042,0.591,66.6596
2016Q1,423,9,2.8036,2.5724,0.9365,25.2324
1973Q1,424,6,0.9487,0.9544,0.5125,5.6922
1973Q2,424,6,0.9048,0.8789,0.5526,5.4288
1973Q3,424,6,0.7319,0.6662,0.59,4.3914
1973Q4,424,6,1.0957,1.0815,0.5518,6.5742
1974Q1,424,6,1.0464,1.0344,0.5995,6.2784
1974Q2,424,6,1.3238,1.3379,0.8759,7.9428
1974Q3,424,6,2.2316,2.3028,1.0613,13.3896
1974Q4,424,6,2.2299,2.4275,0.99,13.3794
1975Q1,424,6,1.747,1.7171,1.1658,10.482
1975Q2,424,6,1.6101,1.4996,1.0893,9.6606
1975Q3,424,6,1.3632,1.3473,1.0161,8.1792
1975Q4,424,6,1.3041,1.3233,0.9528,7.8246
1976Q1,424,6,1.0632,1.1195,0.5782,6.3792
1976Q2,424,6,0.852,1.0056,0.6363,5.112
1976Q3,424,6,0.8323,0.7599,0.4938,4.9938
1976Q4,424,6,0.924,0.9114,0.5612,5.544
1977Q1,424,6,0.711,0.6911,0.5725,4.266
1977Q2,424,6,0.6301,0.7095,0.4717,3.7806
1977Q3,424,6,0.7565,0.7338,0.3266,4.539
1977Q4,424,6,0.5471,0.4938,0.4154,3.2826
1978Q1,424,6,0.4679,0.5196,0.3215,2.8074
1978Q2,424,6,0.4763,0.4369,0.2477,2.8578
1978Q3,424,6,0.3314,0.3554,0.2506,1.9884
1978Q4,424,6,0.3827,0.3531,0.2827,2.2962
1979Q1,424,6,0.4318,0.4145,0.3073,2.5908
1979Q2,424,6,0.4896,0.3895,0.359,2.9376
1979Q3,424,5,0.421,0.5043,0.293,2.105
1979Q4,424,3,0.8171,0.9584,0.3603,2.4513
1980Q1,424,4,0.8011,0.9574,0.5345,3.2044
1980Q2,424,3,1.7064,1.7547,0.2367,5.1192
1980Q3,424,3,0.9724,0.9137,0.1394,2.9172
1980Q4,424,3,1.3955,1.2963,0.286,4.1865
1981Q1,424,3,1.3479,1.2513,0.1786,4.0437
1981Q2,424,3,1.8255,1.7458,0.1613,5.4765
1981Q3,424,3,1.5024,1.4645,0.1407,4.5072
1981Q4,424,3,2.3389,2.2999,0.2068,7.0167
1982Q1,424,3,2.7857,2.8871,0.3885,8.3571
1982Q2,424,3,3.0823,3.0543,0.1429,9.2469
1982Q3,424,3,4.3343,4.281,0.1028,13.0029
1982Q4,424,3,4.4182,4.4017,0.2301,13.2546
1983Q1,424,3,3.1888,3.3852,0.3657,9.5664
1983Q2,424,3,2.3178,2.3685,0.1577,6.9534
1983Q3,424,3,1.4226,1.3732,0.1286,4.2678
1983Q4,424,3,1.6442,1.6744,0.0738,4.9326
1984Q1,424,3,1.5391,1.5514,0.0774,4.6173
1984Q2,424,3,1.3043,1.4609,0.2858,3.9129
1984Q3,424,3,1.4085,1.6067,0.3884,4.2255
1984Q4,424,3,1.191,1.0109,0.3461,3.573
1985Q1,424,3,0.9405,0.877,0.2045,2.8215
1986Q2,424,3,1.3133,1.4514,0.2832,3.9399
1986Q3,424,3,1.368,1.3757,0.2199,4.104
1986Q4,424,3,1.2372,1.2472,0.0312,3.7116
1987Q1,424,3,1.1263,1.112,0.0405,3.3789
1987Q2,424,3,1.0065,1.0105,0.0486,3.0195
1987Q3,424,3,0.8467,0.8614,0.0407,2.5401
1987Q4,424,3,1.1481,1.1859,0.1273,3.4443
1988Q1,424,3,1.2618,1.2934,0.0931,3.7854
1988Q2,424,3,1.3314,1.1744,0.3126,3.9942
1988Q3,424,3,1.4845,1.4146,0.136,4.4535
1988Q4,424,3,1.4355,1.2662,0.3647,4.3065
1989Q1,424,3,1.3644,1.3786,0.0898,4.0932
1989Q2,424,3,1.6699,1.7044,0.1814,5.0097
1989Q3,424,3,1.9498,1.9513,0.0099,5.8494
1989Q4,424,3,2.1859,2.2128,0.057,6.5577
1990Q1,424,3,1.6627,1.6725,0.0301,4.9881
1990Q2,424,3,1.6251,1.6876,0.1128,4.8753
1990Q3,424,3,1.912,1.8839,0.201,5.736
1990Q4,424,3,2.1684,2.123,0.1792,6.5052
1991Q1,424,5,1.4582,1.6706,0.6088,7.291
1991Q2,424,6,1.1468,1.0918,0.4165,6.8808
