date,naics3,nbonds,spr_avg,spr_p50,spr_std,nbonds*spr_avg
1973Q1,111,3,1.1056,1.1081,0.0756,3.3168
1973Q2,111,3,1.0989,1.0698,0.0855,3.2967
1973Q3,111,3,1.0028,1.0384,0.1463,3.0084
1973Q4,111,3,1.3815,1.3417,0.0842,4.1445
1974Q1,111,3,1.2773,1.2704,0.0738,3.8319
1974Q2,111,3,1.3129,1.1378,0.3149,3.9387
1974Q3,111,3,2.0388,1.9586,0.301,6.1164
1974Q4,111,3,2.0862,2.0878,0.1137,6.2586
1975Q1,111,3,1.484,1.447,0.1199,4.452
1975Q2,111,3,1.2298,1.1826,0.0918,3.6894
1975Q3,111,3,1.2448,1.2561,0.045,3.7344
1975Q4,111,3,1.0403,1.0672,0.0646,3.1209
1976Q1,111,3,0.9047,0.8885,0.0763,2.7141
1976Q2,111,3,0.9118,0.9085,0.0574,2.7354
1976Q3,111,3,0.888,0.8815,0.0205,2.664
1976Q4,111,3,0.9527,0.8961,0.1916,2.8581
1977Q1,111,3,0.9404,0.9339,0.0198,2.8212
1977Q2,111,3,0.7417,0.7388,0.0152,2.2251
1977Q3,111,3,0.846,0.8848,0.0801,2.538
1977Q4,111,3,0.8215,0.8373,0.0711,2.4645
1978Q1,111,3,0.6874,0.7265,0.0782,2.0622
1978Q2,111,3,0.6102,0.6548,0.0946,1.8306
1978Q3,111,3,0.5289,0.511,0.0402,1.5867
1978Q4,111,3,0.4234,0.4287,0.0937,1.2702
1979Q1,111,3,0.4739,0.4736,0.0509,1.4217
1979Q2,111,3,0.5324,0.5462,0.1538,1.5972
1979Q3,111,3,0.3878,0.3347,0.1165,1.1634
1979Q4,111,3,0.4412,0.5676,0.2395,1.3236
1980Q1,111,3,0.6479,0.7639,0.2236,1.9437
1980Q2,111,3,0.5916,0.5465,0.2113,1.7748
1980Q3,111,3,0.4089,0.4502,0.12,1.2267
1980Q4,111,3,0.6862,0.6762,0.2617,2.0586
1981Q1,111,3,0.306,0.4134,0.2167,0.918
1981Q2,111,3,0.6993,0.6815,0.1323,2.0979
1981Q3,111,3,0.5644,0.5443,0.0808,1.6932
1981Q4,111,9,6.4052,8.8023,4.0623,57.6468
1982Q1,111,9,6.389,8.3471,3.8483,57.501
1982Q2,111,9,5.7181,7.6086,3.2912,51.4629
1982Q3,111,9,5.903,7.5926,3.4923,53.127
1982Q4,111,9,5.4372,7.0019,3.2508,48.9348
1983Q1,111,9,4.7121,6.3959,2.8327,42.4089
1983Q2,111,9,3.6429,4.7566,2.3743,32.7861
1983Q3,111,9,2.4052,3.1746,1.4075,21.6468
1983Q4,111,9,3.0875,3.7427,1.9311,27.7875
1984Q1,111,9,1.8553,1.9901,1.1215,16.6977
1984Q2,111,8,0.8055,0.5315,0.6795,6.444
1984Q3,111,9,1.79,1.0757,1.2638,16.11
1984Q4,111,9,2.782,3.5294,1.5701,25.038
1985Q1,111,9,3.4197,3.8069,1.4247,30.7773
1985Q2,111,9,4.6143,5.6412,2.2945,41.5287
1985Q3,111,9,5.1713,6.5264,2.8179,46.5417
1985Q4,111,9,5.3579,6.6039,2.8578,48.2211
1986Q1,111,9,5.1704,6.0174,2.5295,46.5336
1986Q2,111,9,4.8501,5.8568,2.612,43.6509
1986Q3,111,9,4.7492,5.0571,2.281,42.7428
1986Q4,111,9,3.6949,4.1771,1.5531,33.2541
1987Q1,111,9,3.3256,3.9718,1.641,29.9304
1987Q2,111,9,4.4297,5.5132,2.482,39.8673
1987Q3,111,9,4.7872,6.1672,2.9174,43.0848
1987Q4,111,9,8.2327,7.1877,5.978,74.0943
1988Q1,111,9,8.1727,11.0872,5.5155,73.5543
1988Q2,111,6,11.1108,11.0875,0.1701,66.6648
1988Q3,111,6,8.4671,8.4642,0.7411,50.8026
1988Q4,111,2,8.8456,8.8456,0.6293,17.6912
1994Q3,111,1,0.7324,0.7324,,0.7324
1994Q4,111,3,0.7389,0.5111,0.4037,2.2167
1995Q1,111,3,1.1533,1.1081,0.0819,3.4599
1995Q2,111,3,1.1493,1.1635,0.0347,3.4479
1995Q3,111,3,1.1586,1.1506,0.0168,3.4758
1995Q4,111,3,1.1697,1.1717,0.0062,3.5091
1996Q1,111,3,1.1936,1.1992,0.0297,3.5808
1996Q2,111,3,1.5256,1.5792,0.3071,4.5768
1996Q3,111,3,1.0623,0.7896,0.4778,3.1869
1996Q4,111,3,0.705,0.707,0.0083,2.115
1997Q1,111,3,0.4915,0.459,0.0653,1.4745
1997Q2,111,3,0.4244,0.4125,0.0278,1.2732
1997Q3,111,3,0.3903,0.3935,0.0141,1.1709
1997Q4,111,3,0.5034,0.5043,0.0061,1.5102
1998Q1,111,3,0.5458,0.5578,0.0451,1.6374
1998Q2,111,3,0.4987,0.5077,0.0558,1.4961
1998Q3,111,3,0.8966,0.8449,0.1685,2.6898
1998Q4,111,3,1.1361,1.1753,0.0692,3.4083
1999Q1,111,5,0.9077,1.0741,0.2573,4.5385
1999Q2,111,5,1.1257,1.2013,0.2567,5.6285
1999Q3,111,5,1.8948,1.7354,0.393,9.474
1999Q4,111,6,1.9885,1.997,0.1993,11.931
2000Q1,111,6,2.219,2.2223,0.3609,13.314
2000Q2,111,6,3.0073,2.969,0.4015,18.0438
2000Q3,111,6,3.1193,3.1272,0.9941,18.7158
2000Q4,111,6,3.2083,3.2394,1.3416,19.2498
2001Q1,111,6,3.2738,3.2691,1.3154,19.6428
2001Q2,111,7,2.62,1.7895,1.3268,18.34
2001Q3,111,9,2.1545,1.566,1.2006,19.3905
2001Q4,111,9,2.1379,1.2355,1.3441,19.2411
2002Q1,111,9,2.0574,1.1537,1.5584,18.5166
2002Q2,111,9,2.1549,1.1655,1.7385,19.3941
2002Q3,111,12,3.3639,2.7812,2.49,40.3668
2002Q4,111,12,3.209,3.0543,2.4594,38.508
2003Q1,111,12,2.7416,2.664,1.9842,32.8992
2003Q2,111,12,2.2253,2.0589,1.5937,26.7036
2003Q3,111,11,1.8968,2.867,1.2149,20.8648
2003Q4,111,9,1.8267,2.3196,1.0165,16.4403
2004Q1,111,9,1.5564,1.9885,0.7531,14.0076
2004Q2,111,9,1.489,1.5935,0.6578,13.401
2004Q3,111,9,1.4946,1.735,0.6422,13.4514
2004Q4,111,9,1.0509,0.9922,0.4266,9.4581
2005Q1,111,3,0.7039,0.7035,0.0008,2.1117
2005Q2,111,3,0.8336,0.8208,0.0317,2.5008
2005Q3,111,3,0.7436,0.7341,0.0249,2.2308
2005Q4,111,3,0.7016,0.6794,0.0452,2.1048
2006Q1,111,3,0.8607,0.8457,0.075,2.5821
2006Q2,111,3,1.0274,0.9908,0.0769,3.0822
2010Q2,111,1,2.12,2.12,,2.12
2010Q3,111,8,2.0853,2.1342,0.4014,16.6824
2010Q4,111,15,1.7718,1.7373,0.3581,26.577
2011Q1,111,15,1.632,1.6819,0.3084,24.48
2011Q2,111,15,1.602,1.6851,0.275,24.03
2011Q3,111,15,2.3287,2.2746,0.785,34.9305
2011Q4,111,15,2.6326,2.5331,0.7511,39.489
2012Q1,111,15,2.5851,2.5308,0.7351,38.7765
2012Q2,111,15,2.5026,2.4447,0.8096,37.539
2012Q3,111,15,2.4204,2.4086,0.8559,36.306
2012Q4,111,12,1.5364,1.4491,0.5032,18.4368
2013Q1,111,12,1.5171,1.3627,0.5382,18.2052
2013Q2,111,12,1.4755,1.3788,0.5725,17.706
2013Q3,111,12,1.4487,1.359,0.493,17.3844
2013Q4,111,12,1.4855,1.4625,0.4455,17.826
2014Q1,111,12,1.3712,1.3467,0.4113,16.4544
2014Q2,111,12,1.2574,1.3044,0.4243,15.0888
2014Q3,111,12,1.1381,1.0911,0.5054,13.6572
2014Q4,111,10,1.3689,1.4241,0.5275,13.689
2015Q1,111,9,1.5296,1.2441,0.6025,13.7664
2015Q2,111,9,1.5883,1.4285,0.526,14.2947
2015Q3,111,9,1.7869,1.5958,0.5163,16.0821
2015Q4,111,9,1.8572,1.7505,0.5486,16.7148
2016Q1,111,3,1.9603,1.8413,0.6588,5.8809
1973Q1,211,51,0.9362,0.9733,0.3314,47.7462
1973Q2,211,52,0.9013,0.9372,0.3748,46.8676
1973Q3,211,51,0.7513,0.8124,0.3548,38.3163
1973Q4,211,54,1.1342,1.2196,0.3373,61.2468
1974Q1,211,55,1.09,1.1736,0.3253,59.95
1974Q2,211,57,1.2141,1.2277,0.496,69.2037
1974Q3,211,57,1.9397,2.0016,0.5609,110.5629
1974Q4,211,57,1.9539,2.0041,0.4851,111.3723
1975Q1,211,57,1.2841,1.33,0.5243,73.1937
1975Q2,211,60,1.1306,1.2201,0.5185,67.836
1975Q3,211,66,1.161,1.2765,0.4355,76.626
1975Q4,211,68,1.0007,1.0674,0.4902,68.0476
1976Q1,211,66,0.7648,0.8595,0.3606,50.4768
1976Q2,211,70,0.8173,0.9033,0.3136,57.211
1976Q3,211,73,0.6586,0.7194,0.3167,48.0778
1976Q4,211,74,0.7304,0.7682,0.3325,54.0496
1977Q1,211,77,0.73,0.8058,0.3058,56.21
1977Q2,211,69,0.6722,0.7098,0.24,46.3818
1977Q3,211,77,0.6773,0.7347,0.2744,52.1521
1977Q4,211,79,0.6527,0.7122,0.262,51.5633
1978Q1,211,79,0.5272,0.5877,0.2117,41.6488
1978Q2,211,74,0.5539,0.5886,0.2169,40.9886
1978Q3,211,69,0.478,0.4909,0.1753,32.982
1978Q4,211,65,0.4413,0.447,0.1567,28.6845
1979Q1,211,68,0.5111,0.5222,0.2032,34.7548
1979Q2,211,70,0.5368,0.5687,0.2092,37.576
1979Q3,211,64,0.4891,0.5044,0.1792,31.3024
1979Q4,211,62,0.5306,0.5542,0.2546,32.8972
1980Q1,211,64,0.6502,0.6876,0.2971,41.6128
1980Q2,211,57,0.5798,0.5924,0.3188,33.0486
1980Q3,211,53,0.5094,0.5249,0.2677,26.9982
1980Q4,211,71,0.6286,0.5569,0.3394,44.6306
1981Q1,211,60,0.5542,0.5069,0.3121,33.252
1981Q2,211,70,0.7875,0.7863,0.3902,55.125
1981Q3,211,68,0.6717,0.6915,0.3413,45.6756
1981Q4,211,80,1.0286,1.0392,0.4468,82.288
1982Q1,211,72,1.0393,1.047,0.4054,74.8296
1982Q2,211,72,0.9384,0.8998,0.4767,67.5648
1982Q3,211,71,0.8715,0.8189,0.4873,61.8765
1982Q4,211,79,0.9761,0.8639,0.6445,77.1119
1983Q1,211,83,0.7276,0.6616,0.5596,60.3908
1983Q2,211,80,0.6283,0.5561,0.4306,50.264
1983Q3,211,90,0.6772,0.6383,0.3796,60.948
1983Q4,211,85,0.7167,0.6942,0.3635,60.9195
1984Q1,211,91,0.7097,0.7278,0.354,64.5827
1984Q2,211,82,0.7208,0.6497,0.2918,59.1056
1984Q3,211,94,0.6812,0.6019,0.3477,64.0328
1984Q4,211,97,0.6427,0.5342,0.4491,62.3419
1985Q1,211,99,0.631,0.5514,0.3705,62.469
1985Q2,211,101,0.7078,0.6063,0.4478,71.4878
1985Q3,211,104,0.7237,0.5829,0.4714,75.2648
1985Q4,211,105,1.0566,0.8181,0.7864,110.943
1986Q1,211,112,1.4215,1.0999,1.1281,159.208
1986Q2,211,116,1.5222,1.2489,1.1062,176.5752
1986Q3,211,114,1.8324,1.5948,1.2276,208.8936
1986Q4,211,110,1.8353,1.5739,1.3083,201.883
1987Q1,211,109,1.7942,1.3877,1.3733,195.5678
1987Q2,211,109,1.8649,1.2298,1.7271,203.2741
1987Q3,211,105,1.4078,0.9268,1.3488,147.819
1987Q4,211,112,1.6291,0.9446,1.5081,182.4592
1988Q1,211,111,1.4178,0.9815,1.297,157.3758
1988Q2,211,105,1.3054,0.8244,1.1918,137.067
1988Q3,211,99,1.3372,0.923,1.2218,132.3828
1988Q4,211,99,1.3329,0.9134,1.3095,131.9571
1989Q1,211,88,1.0035,0.637,1.005,88.308
1989Q2,211,96,1.1393,0.6752,1.1323,109.3728
1989Q3,211,100,1.1523,0.8051,1.0041,115.23
1989Q4,211,99,1.2285,1.0072,0.825,121.6215
1990Q1,211,100,1.0223,0.7488,0.7698,102.23
1990Q2,211,104,0.9514,0.6556,0.7578,98.9456
1990Q3,211,107,0.9925,0.6624,0.823,106.1975
1990Q4,211,108,1.3395,0.9245,1.0132,144.666
1991Q1,211,108,1.2406,0.8267,1.1766,133.9848
1991Q2,211,125,1.1391,0.7465,1.1616,142.3875
1991Q3,211,128,1.2049,0.9289,1.0317,154.2272
1991Q4,211,148,1.2067,1.0484,0.8509,178.5916
1992Q1,211,156,1.0649,0.9067,0.7813,166.1244
1992Q2,211,161,1.1073,0.9556,0.7693,178.2753
1992Q3,211,172,1.4174,1.0957,1.0557,243.7928
1992Q4,211,190,1.344,1.051,0.9714,255.36
1993Q1,211,193,1.539,1.1242,1.1506,297.027
1993Q2,211,182,1.4297,1.0733,1.0442,260.2054
1993Q3,211,168,1.296,0.9521,0.9822,217.728
1993Q4,211,176,1.2435,0.8876,1.002,218.856
1994Q1,211,190,1.1455,0.86,0.9098,217.645
1994Q2,211,197,1.1835,0.8359,0.9223,233.1495
1994Q3,211,201,1.0524,0.7537,0.8542,211.5324
1994Q4,211,208,1.1291,0.8047,0.8706,234.8528
1995Q1,211,214,1.1718,0.8074,1.1011,250.7652
1995Q2,211,209,0.972,0.7381,0.7415,203.148
1995Q3,211,213,0.9157,0.7411,0.6912,195.0441
1995Q4,211,225,0.9923,0.756,0.756,223.2675
1996Q1,211,225,0.9517,0.7462,0.6747,214.1325
1996Q2,211,233,0.8848,0.7406,0.5869,206.1584
1996Q3,211,238,0.8751,0.7054,0.5818,208.2738
1996Q4,211,245,0.834,0.6524,0.6057,204.33
1997Q1,211,249,0.7522,0.6135,0.5413,187.2978
1997Q2,211,273,0.894,0.7068,0.7208,244.062
1997Q3,211,269,0.93,0.6835,0.8311,250.17
1997Q4,211,289,1.0661,0.8303,0.8284,308.1029
1998Q1,211,313,1.1843,0.9592,0.9437,370.6859
1998Q2,211,290,1.1672,0.9211,1.0512,338.488
1998Q3,211,285,1.9735,1.4629,2.2525,562.4475
1998Q4,211,283,2.2801,1.6727,2.1548,645.2683
1999Q1,211,299,2.3717,1.5214,3.1072,709.1383
1999Q2,211,312,2.0249,1.3479,3.1656,631.7688
1999Q3,211,279,1.8593,1.4663,1.8254,518.7447
1999Q4,211,263,1.6354,1.2545,1.6152,430.1102
2000Q1,211,237,1.7161,1.4931,0.999,406.7157
2000Q2,211,225,1.986,1.8248,1.0022,446.85
2000Q3,211,225,1.7994,1.6478,0.8637,404.865
2000Q4,211,213,1.8707,1.7519,0.8928,398.4591
2001Q1,211,205,1.8043,1.5725,0.8612,369.8815
2001Q2,211,206,1.7774,1.4721,1.6156,366.1444
2001Q3,211,197,2.0863,1.6472,2.2134,411.0011
2001Q4,211,186,2.2366,1.7249,2.3319,416.0076
2002Q1,211,195,2.0041,1.4374,2.0402,390.7995
2002Q2,211,220,1.8449,1.2727,1.6226,405.878
2002Q3,211,224,2.6066,1.4132,3.9344,583.8784
2002Q4,211,237,2.3727,1.4141,3.1887,562.3299
2003Q1,211,234,1.9191,1.3874,1.6532,449.0694
2003Q2,211,231,1.6586,1.2055,1.2601,383.1366
2003Q3,211,235,1.4908,1.0843,1.14,350.338
2003Q4,211,229,1.2749,0.998,0.8729,291.9521
2004Q1,211,229,1.2536,0.9387,0.9175,287.0744
2004Q2,211,219,1.1769,0.9348,0.7878,257.7411
2004Q3,211,222,1.1901,0.8859,0.8388,264.2022
2004Q4,211,227,1.1542,0.8702,0.8378,262.0034
2005Q1,211,148,1.304,0.9972,0.9027,192.992
2005Q2,211,145,1.5773,1.3882,0.9448,228.7085
2005Q3,211,142,1.3651,1.2705,0.8203,193.8442
2005Q4,211,138,1.4223,1.3093,0.8707,196.2774
2006Q1,211,149,1.2723,1.1162,0.7896,189.5727
2006Q2,211,158,1.4766,1.3097,0.866,233.3028
2006Q3,211,146,1.6918,1.4588,0.9878,247.0028
2006Q4,211,152,1.7659,1.4264,1.1032,268.4168
2007Q1,211,156,1.7025,1.5462,1.0456,265.59
2007Q2,211,160,1.7297,1.6128,0.9824,276.752
2007Q3,211,165,2.4059,2.3122,1.3451,396.9735
2007Q4,211,172,2.8042,2.5008,1.6463,482.3224
2008Q1,211,171,3.7317,3.5346,2.3025,638.1207
2008Q2,211,184,3.3082,3.1531,1.6758,608.7088
2008Q3,211,200,4.3568,3.9067,2.1689,871.36
2008Q4,211,221,8.9074,6.993,5.3993,1968.5354
2009Q1,211,230,7.3791,6.0716,5.4055,1697.193
2009Q2,211,261,5.7239,4.691,4.8578,1493.9379
2009Q3,211,283,4.2056,2.7458,3.3346,1190.1848
2009Q4,211,287,3.5622,2.7272,2.6095,1022.3514
2010Q1,211,286,3.1198,2.1979,2.3602,892.2628
2010Q2,211,245,3.9724,4.1842,2.5568,973.238
2010Q3,211,245,3.9993,4.1581,2.483,979.8285
2010Q4,211,247,3.4973,3.2829,2.6376,863.8331
2011Q1,211,265,2.8448,2.4596,2.2684,753.872
2011Q2,211,266,2.9998,2.8229,2.1881,797.9468
2011Q3,211,273,3.7379,3.2492,2.7488,1020.4467
2011Q4,211,294,3.6596,3.4095,2.452,1075.9224
2012Q1,211,316,3.6364,2.9444,2.623,1149.1024
2012Q2,211,346,3.9967,3.5036,2.8,1382.8582
2012Q3,211,363,3.6713,2.8,2.7963,1332.6819
2012Q4,211,378,3.3773,2.8301,2.584,1276.6194
2013Q1,211,371,3.1821,2.5221,2.3371,1180.5591
2013Q2,211,326,2.8523,2.0012,2.1305,929.8498
2013Q3,211,309,2.6154,1.8179,1.9345,808.1586
2013Q4,211,303,2.3356,1.6618,1.789,707.6868
2014Q1,211,301,2.1921,1.5212,1.8111,659.8221
2014Q2,211,296,2.0226,1.36,1.8046,598.6896
2014Q3,211,291,2.2561,1.5563,2.2408,656.5251
2014Q4,211,283,3.4601,2.1071,4.1515,979.2083
2015Q1,211,271,3.9035,2.2913,4.6454,1057.8485
2015Q2,211,263,3.8877,2.3011,4.95,1022.4651
2015Q3,211,236,4.5645,2.7308,5.5184,1077.222
2015Q4,211,218,4.7318,3.0299,5.2992,1031.5324
2016Q1,211,68,6.5584,5.311,5.2101,445.9712
1973Q1,212,3,1.4008,1.374,0.06,4.2024
1973Q2,212,3,1.4107,1.3954,0.0988,4.2321
1973Q3,212,3,1.2955,1.3449,0.1366,3.8865
1973Q4,212,3,1.656,1.6423,0.0483,4.968
1974Q1,212,3,1.5693,1.5797,0.0746,4.7079
1974Q2,212,3,1.8047,1.6718,0.3613,5.4141
1974Q3,212,3,2.2612,1.976,0.6457,6.7836
1974Q4,212,3,2.212,2.2081,0.1153,6.636
1975Q1,212,6,1.7373,1.7511,0.1937,10.4238
1975Q2,212,9,1.5672,1.5828,0.171,14.1048
1975Q3,212,9,1.5639,1.6299,0.1731,14.0751
1975Q4,212,9,1.3879,1.4544,0.1808,12.4911
1976Q1,212,11,1.2499,1.2887,0.2935,13.7489
1976Q2,212,12,1.2352,1.2292,0.3063,14.8224
1976Q3,212,12,1.0834,1.1028,0.2857,13.0008
1976Q4,212,12,1.185,1.1356,0.3648,14.22
1977Q1,212,12,1.1399,1.1606,0.2903,13.6788
1977Q2,212,12,0.9901,0.9842,0.2992,11.8812
1977Q3,212,12,1.0641,1.0552,0.3013,12.7692
1977Q4,212,12,1.0107,0.8964,0.3322,12.1284
1978Q1,212,12,0.9174,0.851,0.2792,11.0088
1978Q2,212,12,0.8321,0.8019,0.3141,9.9852
1978Q3,212,12,0.7646,0.7286,0.2136,9.1752
1978Q4,212,12,0.6575,0.6458,0.2462,7.89
1979Q1,212,12,0.7891,0.7758,0.2095,9.4692
1979Q2,212,12,0.8561,0.8398,0.1503,10.2732
1979Q3,212,12,0.7293,0.7208,0.1654,8.7516
1979Q4,212,12,0.7369,0.7036,0.1868,8.8428
1980Q1,212,12,0.8069,0.8493,0.2859,9.6828
1980Q2,212,12,0.7921,0.8862,0.3323,9.5052
1980Q3,212,12,0.5787,0.564,0.2102,6.9444
1980Q4,212,13,0.9754,0.9605,0.2475,12.6802
1981Q1,212,13,0.7678,0.9194,0.3373,9.9814
1981Q2,212,15,0.906,0.9604,0.2892,13.59
1981Q3,212,15,0.8134,0.8531,0.4103,12.201
1981Q4,212,15,1.2628,1.2121,0.3943,18.942
1982Q1,212,15,1.5042,1.3405,0.4201,22.563
1982Q2,212,15,2.3167,2.4948,0.5489,34.7505
1982Q3,212,15,3.3363,3.5919,0.719,50.0445
1982Q4,212,15,3.4007,3.8513,0.9186,51.0105
1983Q1,212,15,2.3927,2.6745,0.7442,35.8905
1983Q2,212,15,1.5434,1.6881,0.68,23.151
1983Q3,212,15,1.3873,1.414,0.3627,20.8095
1983Q4,212,15,1.494,1.627,0.4464,22.41
1984Q1,212,15,1.4282,1.4973,0.3943,21.423
1984Q2,212,15,1.2528,1.4891,0.4557,18.792
1984Q3,212,15,1.5177,1.522,0.5112,22.7655
1984Q4,212,15,1.8085,1.9687,0.861,27.1275
1985Q1,212,18,1.6856,1.5187,0.8177,30.3408
1985Q2,212,17,3.1291,3.4589,1.3029,53.1947
1985Q3,212,18,3.5869,4.1393,1.4352,64.5642
1985Q4,212,18,4.2537,4.7313,1.4363,76.5666
1986Q1,212,18,4.0425,4.2802,0.9845,72.765
1986Q2,212,18,3.8222,3.9087,0.8615,68.7996
1986Q3,212,18,4.1353,4.0007,1.1426,74.4354
1986Q4,212,18,3.946,3.7421,1.0225,71.028
1987Q1,212,18,3.3294,3.1614,0.6523,59.9292
1987Q2,212,18,2.5842,2.4977,0.516,46.5156
1987Q3,212,3,1.7712,1.7412,0.1994,5.3136
1987Q4,212,8,2.5276,2.5705,0.6361,20.2208
1988Q1,212,18,2.7457,2.8077,0.6612,49.4226
1988Q2,212,18,1.997,1.9499,0.4051,35.946
1988Q3,212,18,1.7847,1.737,0.3623,32.1246
1988Q4,212,18,1.7392,1.812,0.5052,31.3056
1989Q1,212,18,1.4301,1.4085,0.3603,25.7418
1989Q2,212,18,1.9551,1.8821,0.4864,35.1918
1989Q3,212,18,2.1664,2.066,0.603,38.9952
1989Q4,212,17,1.8729,1.8453,0.4167,31.8393
1990Q1,212,15,1.3639,1.4424,0.3244,20.4585
1990Q2,212,18,1.4539,1.4751,0.2125,26.1702
1990Q3,212,18,1.5855,1.6595,0.2713,28.539
1990Q4,212,18,2.3079,2.318,0.4582,41.5422
1991Q1,212,18,2.3719,2.4429,0.4003,42.6942
1991Q2,212,16,1.8334,1.7445,0.4385,29.3344
1991Q3,212,18,1.6169,1.5971,0.1626,29.1042
1991Q4,212,18,1.8936,1.8969,0.3306,34.0848
1992Q1,212,19,1.8442,1.905,0.2905,35.0398
1992Q2,212,17,1.5668,1.7397,0.3884,26.6356
1992Q3,212,15,1.6548,1.7751,0.5099,24.822
1992Q4,212,15,1.8531,1.8589,0.5597,27.7965
1993Q1,212,16,1.8135,1.8157,0.646,29.016
1993Q2,212,15,1.4803,1.2847,0.5119,22.2045
1993Q3,212,15,1.3422,1.1945,0.3306,20.133
1993Q4,212,12,1.1061,1.0915,0.0806,13.2732
1994Q1,212,12,1.0278,1.0174,0.124,12.3336
1994Q2,212,12,1.1358,1.1383,0.1479,13.6296
1994Q3,212,12,0.9551,0.8668,0.2122,11.4612
1994Q4,212,12,0.9657,0.8578,0.2174,11.5884
1995Q1,212,12,0.9408,0.8518,0.2091,11.2896
1995Q2,212,12,0.9917,0.8885,0.24,11.9004
1995Q3,212,15,0.9688,0.8113,0.3894,14.532
1995Q4,212,16,1.1572,0.8762,0.5657,18.5152
1996Q1,212,20,1.1633,0.8843,0.5365,23.266
1996Q2,212,21,1.1319,0.8839,0.5192,23.7699
1996Q3,212,21,1.0511,0.8069,0.4811,22.0731
1996Q4,212,25,1.0235,0.949,0.3622,25.5875
1997Q1,212,24,0.92,0.7703,0.294,22.08
1997Q2,212,25,0.9263,0.7566,0.2963,23.1575
1997Q3,212,29,0.8604,0.707,0.3059,24.9516
1997Q4,212,30,0.9725,0.854,0.3492,29.175
1998Q1,212,30,1.9063,1.1615,1.5813,57.189
1998Q2,212,27,2.0527,1.0893,1.8787,55.4229
1998Q3,212,27,3.1773,2.2824,2.895,85.7871
1998Q4,212,27,4.5467,2.9696,4.1581,122.7609
1999Q1,212,31,3.9196,2.1979,3.5873,121.5076
1999Q2,212,40,2.7562,1.7207,2.647,110.248
1999Q3,212,38,2.7657,1.9083,2.3335,105.0966
1999Q4,212,27,2.9653,2.0243,2.4743,80.0631
2000Q1,212,27,3.4618,2.1853,2.4735,93.4686
2000Q2,212,27,4.5459,2.6019,3.2982,122.7393
2000Q3,212,27,5.0651,2.6979,3.8391,136.7577
2000Q4,212,27,5.8937,3.4055,4.7878,159.1299
2001Q1,212,29,5.103,3.4586,4.4412,147.987
2001Q2,212,31,5.3094,3.3955,4.67,164.5914
2001Q3,212,36,5.0942,3.295,4.822,183.3912
2001Q4,212,36,5.3022,3.4257,4.7842,190.8792
2002Q1,212,36,4.4619,2.8241,3.7525,160.6284
2002Q2,212,36,4.2046,2.4465,3.7137,151.3656
2002Q3,212,41,5.0945,2.6095,3.8735,208.8745
2002Q4,212,45,5.2783,6.1507,3.8777,237.5235
2003Q1,212,43,4.3901,4.9428,3.4004,188.7743
2003Q2,212,36,4.1697,3.2901,3.2574,150.1092
2003Q3,212,37,4.4865,2.3471,3.9607,166.0005
2003Q4,212,38,4.5024,1.8732,4.5047,171.0912
2004Q1,212,37,3.0676,2.0104,2.338,113.5012
2004Q2,212,39,2.5359,2.155,1.7377,98.9001
2004Q3,212,36,2.3157,2.0132,1.6418,83.3652
2004Q4,212,39,2.1258,1.5237,1.5188,82.9062
2005Q1,212,27,2.5753,2.1013,1.5463,69.5331
2005Q2,212,30,3.4892,2.44,2.5948,104.676
2005Q3,212,30,3.7148,2.9033,2.9908,111.444
2005Q4,212,30,4.3132,2.5877,4.4147,129.396
2006Q1,212,36,4.2298,2.5146,4.6727,152.2728
2006Q2,212,32,4.0993,1.9961,4.4506,131.1776
2006Q3,212,30,4.2983,2.4334,3.7271,128.949
2006Q4,212,38,4.6907,2.1809,5.2012,178.2466
2007Q1,212,34,2.8766,2.1091,2.1698,97.8044
2007Q2,212,44,2.3643,2.0783,1.2946,104.0292
2007Q3,212,45,3.4692,2.6501,2.8513,156.114
2007Q4,212,48,3.5981,2.7786,2.3353,172.7088
2008Q1,212,51,3.8769,3.4465,2.035,197.7219
2008Q2,212,53,3.3586,3.0421,1.3095,178.0058
2008Q3,212,57,4.1132,3.6226,1.6948,234.4524
2008Q4,212,57,8.4997,7.6823,3.3603,484.4829
2009Q1,212,57,7.8562,6.6179,3.9722,447.8034
2009Q2,212,60,6.1671,5.1331,3.8033,370.026
2009Q3,212,62,4.4369,4.0188,2.6009,275.0878
2009Q4,212,64,3.6076,3.281,1.9833,230.8864
2010Q1,212,64,3.2122,3.1278,1.7663,205.5808
2010Q2,212,61,3.1154,2.631,1.7695,190.0394
2010Q3,212,66,3.4834,2.9965,1.6582,229.9044
2010Q4,212,72,3.2111,3.0321,1.5386,231.1992
2011Q1,212,76,3.0276,2.8507,1.4498,230.0976
2011Q2,212,81,3.0864,2.9081,1.4887,249.9984
2011Q3,212,87,4.3822,4.4316,1.808,381.2514
2011Q4,212,89,4.8921,4.9692,1.9198,435.3969
2012Q1,212,94,4.5613,4.361,2.5718,428.7622
2012Q2,212,111,5.8456,4.6987,4.7725,648.8616
2012Q3,212,114,5.941,4.9029,3.9471,677.274
2012Q4,212,128,5.4016,4.3362,3.7147,691.4048
2013Q1,212,132,5.0584,3.9368,3.8911,667.7088
2013Q2,212,126,5.4421,3.9763,4.236,685.7046
2013Q3,212,125,5.5334,4.1218,4.3495,691.675
2013Q4,212,125,4.6432,3.5131,2.9913,580.4
